START_DAY,END_DAY,COST,MAKE,MODEL
202,721,63547,Chevrolet,Volt
679,1020,52297,Ford,Edge
346,351,599,Mazda,CX-3
126,719,53505,Lexus,ES
52,201,28876,Toyota,Corolla
444,659,36754,Infinity,QX70
479,960,54101,GMC,Canyon
452,577,11151,Toyota,Sequoia
189,594,62383,Toyota,Land Cruiser
39,378,50354,Chevrolet,Trax
84,165,15015,Infinity,QX30
123,730,84565,Subaru,Forester
911,960,10523,Hyundai,Accent
186,295,21982,Chevrolet,Volt
414,845,36753,GMC,Yukon
603,784,21121,Lexus,ES
210,521,66208,Honda,HR-V
470,615,34088,Infinity,QX60
726,727,132,Toyota,Tacoma
467,956,45414,Hyundai,Azera
445,798,23957,Hyundai,Sonata
391,816,35702,Chevrolet,Colorado
48,485,72876,Jeep,Grand Cherokee
106,193,15412,Lexus,RC
493,702,29277,Hyundai,Veloster
574,863,32269,Cadillac,Escalade
582,809,50662,Toyota,Sequoia
419,700,21821,Lexus,LS
318,621,62994,Mercedes,E-Class Wagon
333,898,32322,Hyundai,Elantra
352,809,88401,Kia,Cadenza
375,608,39027,Ford,F350
792,829,7049,Cadillac,XT5
201,638,43657,Hyundai,Genesis G80
304,331,6528,Lexus,GX
393,658,25840,Lexus,RX
727,940,40269,Cadillac,Escalade
240,885,67164,Chevrolet,Colorado
184,607,40612,Cadillac,CT6
39,182,17292,Honda,HR-V
15,692,62996,Jeep,Renegade
355,530,24488,Lexus,NX
569,824,34827,Chevrolet,Equinox
168,751,97588,Kia,Stinger
123,422,55922,Kia,Soul
432,853,66892,Mercedes,Cabriolet
255,388,25246,Jeep,Grand Cherokee
159,778,72129,Dodge,Ram
8,857,77540,Lincoln,MKC
333,556,44116,Subaru,Impreza
50,443,92418,Ford,Fiesta
482,709,19983,Ford,Ecosport
571,878,47238,GMC,Yukon
513,616,18391,Chevrolet,Colorado
217,808,89136,Cadillac,ATS
381,882,40494,Subaru,Ascent
627,840,35307,Toyota,Land Cruiser
373,822,70814,BMW,X Series
301,842,44985,Lexus,LS
506,985,93210,BMW,6 Series
224,511,24925,Kia,K900
85,512,84494,GMC,Savana
527,788,39171,Lexus,LC
91,834,39770,Chevrolet,Equinox
458,677,42442,Hyundai,Azera
513,794,57217,Mazda,Miata
648,755,15820,BMW,4 Series
181,664,84891,Ford,Mustang
447,516,10202,Chevrolet,Spark
498,909,39423,Honda,CR-V
368,661,42182,Chevrolet,Equinox
63,898,123145,Subaru,WRX
2,787,40666,Chevrolet,Silverado
654,793,8811,Kia,Soul
404,815,55192,GMC,Savana
371,884,70748,Cadillac,CTS
302,825,101255,Toyota,4Runner
95,688,25278,Lexus,ES
30,413,52623,Dodge,Journey
960,967,1863,Kia,Cadenza
0,357,35373,Ford,Edge
219,840,45434,Cadillac,Escalade
40,767,74091,Hyundai,Ioniq
186,413,31084,Chevrolet,Tahoe
333,444,29186,Ford,Escape
140,347,41310,Ford,Fiesta
163,810,93832,Mazda,Miata
346,753,86095,Honda,HR-V
523,836,19888,Mercedes,C-Class
10,623,50254,Mitsubishi,Mirage
782,923,32955,Infinity,QX60
22,665,90871,Jeep,Wrangler JK
468,897,29166,Hyundai,Santa Fe
314,909,67542,Ford,Ecosport
328,473,18863,Chevrolet,Equinox
285,612,56882,Ford,Mustang
323,406,11866,Ford,Transit
316,821,40711,Dodge,Journey
645,764,18383,Hyundai,Genesis G80
349,456,19066,Cadillac,XTS
781,818,5196,Jeep,Renegade
581,802,48500,Honda,Fit
118,345,39763,Lincoln,Navigator
237,392,36104,Mercedes,S-Class
305,354,7079,Kia,Sedona
198,855,101742,Toyota,Avalon
67,748,99093,Subaru,Outback
910,939,2516,GMC,Sierra
717,726,1551,Toyota,Tacoma
881,982,17764,Kia,Sedona
224,793,32463,Hyundai,Santa Fe
311,562,62108,Chevrolet,Corvette
193,406,48476,Mitsubishi,Mirage
134,305,39651,BMW,5 Series
96,749,69833,Kia,Soul
267,694,34136,Hyundai,Ioniq
117,926,55306,BMW,3 Series
416,769,72747,Kia,Sedona
495,786,39196,Buick,Envision
87,910,124053,Kia,K900
464,815,33447,Kia,Sorento
191,932,73772,Cadillac,Escalade
416,695,49886,Toyota,Camry
165,698,98966,Infinity,QX30
866,911,8715,Ford,F250
136,887,118903,Subaru,Ascent
304,613,24926,Kia,Stinger
40,295,38176,Lexus,LC
160,393,54721,Hyundai,Sonata
126,733,110618,Buick,Regal
175,804,53606,Lexus,NX
222,827,98044,Mazda,CX-5
305,754,93250,Toyota,RAV4
141,622,68822,GMC,Savana
376,999,102303,Mitsubishi,Lancer
445,678,29322,Toyota,Prius
184,733,27727,Lincoln,Navigator
330,891,81059,Mazda,CX-3
23,610,108458,Infinity,Q50
127,982,131487,Dodge,Ram
270,799,47868,Lexus,RX
31,748,113234,Jeep,Grand Cherokee
566,977,31210,Subaru,Legacy
679,852,22491,Kia,Rio
496,783,27393,GMC,Sierra
125,336,32175,Mercedes,S-Class
140,727,100501,Cadillac,XTS
892,913,2973,Mazda,CX-3
14,835,108706,Kia,Cadenza
513,678,12137,Mercedes,Cabriolet
471,722,35239,Buick,Lacrosse
215,816,84078,Kia,Stinger
188,977,32983,Infinity,Q70
158,293,8954,Lexus,LX
510,767,39781,Mercedes,GLS
0,149,24455,Kia,Optima
252,255,692,Lexus,RC
582,603,5384,Infinity,QX50
918,995,13636,Toyota,Avalon
295,794,66049,Hyundai,Tucson
162,913,63256,Honda,Civic
631,902,63018,BMW,7 Series
175,880,44845,Mitsubishi,Outlander
278,435,12322,Kia,Cadenza
171,264,15803,Mitsubishi,Eclipse
395,564,36128,Chevrolet,Tahoe
154,851,98395,Mercedes,GLA
163,908,98591,Honda,Pilot
540,985,78022,Chevrolet,Express
845,942,7485,Lincoln,Continental
216,873,105312,Kia,Sedona
600,777,36222,Infinity,QX60
506,919,65614,GMC,Canyon
113,668,42888,Kia,K900
282,359,15044,Infinity,QX70
272,981,54699,Chevrolet,Malibu
221,818,63023,Toyota,Tundra
104,861,44379,Infinity,QX50
121,900,49718,Buick,Encore
206,843,60565,Mazda,Miata
109,194,4970,Hyundai,Tucson
62,769,114808,Ford,Fiesta
171,622,91086,Cadillac,ATS
765,794,7834,Chevrolet,Camaro
30,47,2378,Kia,Cadenza
908,909,188,Honda,Clarity
76,555,29725,Kia,Sportage
33,598,101873,Lincoln,Navigator
415,928,101893,BMW,7 Series
844,933,20517,Toyota,Tundra
512,729,31430,Lexus,ES
405,1010,99749,Dodge,Demon
341,342,85,GMC,Savana
629,646,4316,Kia,Cadenza
966,1011,6030,Dodge,Ram
350,945,97092,Subaru,Ascent
795,958,21754,Ford,Flex
531,706,39212,Toyota,Tacoma
496,625,11725,Jeep,Wrangler JK
480,1019,81415,Ford,Edge
610,731,17761,Ford,Ranger
135,384,17061,Dodge,Challenger
10,403,46050,Honda,HR-V
248,587,44697,BMW,6 Series
725,822,16541,Mazda,CX-9
750,827,12302,Honda,Civic
694,773,13672,Mercedes,E-Class Wagon
491,684,33390,Toyota,Highlander
107,926,91416,Infinity,QX80
691,716,3285,Chevrolet,Bolt
322,887,42550,Chevrolet,Express
464,703,54678,Toyota,Highlander
136,383,19549,Mercedes,Maybach
0,1023,143360,Chrysler,300
441,892,78426,Honda,CR-V
110,991,86849,Infinity,QX30
202,489,36277,Lexus,RC
246,531,53239,Cadillac,XTS
307,826,42623,Kia,Niro
84,387,26592,Cadillac,XT5
129,454,35546,Toyota,Camry
269,736,50833,GMC,Savana
331,978,122601,Dodge,Challenger
265,350,18576,Subaru,Legacy
434,939,74954,Cadillac,Escalade
637,886,59713,Hyundai,Sonata
969,984,1326,Kia,Forte
102,757,102469,Toyota,Avalon
1003,1022,1431,Ford,Transit
159,710,26180,Toyota,Camry
367,838,80878,Hyundai,Elantra
139,210,5689,Chevrolet,Monte Carlo
302,395,18644,Lexus,RX
297,980,112896,Kia,Sedona
101,978,102797,Chevrolet,Colorado
769,940,11128,Subaru,Forester
401,556,28941,Lincoln,Continental
121,924,67365,Mercedes,Maybach
312,883,87302,Lincoln,MKZ
203,1018,66732,Kia,Sorento
199,852,52041,BMW,X Series
530,935,25019,Toyota,Tundra
246,915,54957,BMW,3 Series
25,54,6519,Ford,Ecosport
485,700,33291,Ford,F250
849,854,599,BMW,5 Series
679,886,20655,Chevrolet,Malibu
111,432,26528,Toyota,RAV4
255,416,14241,Ford,Flex
61,538,58911,Chevrolet,Cruze
148,241,17490,Ford,Edge
297,918,70098,Lincoln,MKC
565,954,70901,Buick,Cascada
494,1023,98090,Mercedes,Cabriolet
509,866,41268,GMC,Acadia
252,973,104180,Infinity,QX70
183,292,17854,Hyundai,Accent
445,694,34340,Mazda,CX-3
92,537,80808,Ford,Super Duty
559,922,34048,Ford,Taurus
125,618,73368,BMW,4 Series
0,367,72297,Mercedes,E-Class
428,949,85850,Ford,Expedition
544,805,42815,GMC,Terrain
28,455,57118,Lincoln,Continental
17,112,22286,Infinity,Q70
592,601,2043,BMW,M Series
339,778,92433,Jeep,Grand Cherokee
508,513,853,Chevrolet,Bolt
414,983,55063,Dodge,Charger
604,781,36384,Toyota,Sequoia
696,937,42741,Dodge,Demon
115,1002,60341,BMW,4 Series
174,235,12843,Hyundai,Tucson
424,497,14010,BMW,7 Series
420,689,37154,Kia,Forte
260,431,23822,BMW,Z4
521,600,14356,BMW,X Series
477,500,1911,Kia,Sorento
779,836,13854,Mazda,CX-9
21,244,24840,Ford,Expedition
184,821,42132,Ford,Ecosport
135,1018,116030,Kia,Sportage
164,805,40075,Kia,Soul
75,430,80410,Chevrolet,Express
451,624,39755,Mercedes,GLE
142,665,89961,Jeep,Wrangler JK
618,687,18870,Chevrolet,Camaro
19,236,26968,Subaru,BRZ
479,764,35329,Mitsubishi,Outlander
206,851,121071,Jeep,Grand Cherokee
432,641,14264,Chevrolet,Colorado
4,991,76189,Kia,Niro
274,759,89575,Ford,Expedition
628,771,30993,Cadillac,CT6
252,701,77475,Chevrolet,Bolt
74,725,60838,Jeep,Wrangler
763,970,34797,Ford,Taurus
460,997,96276,Mercedes,E-Class Wagon
353,398,5282,BMW,7 Series
278,473,37404,GMC,Savana
133,812,36765,Cadillac,CTS
294,677,44216,Chrysler,300
562,855,52728,Subaru,Outback
187,482,29039,Chevrolet,Corvette
133,564,32669,GMC,Savana
349,502,28031,Ford,Escape
78,499,67561,Ford,F250
999,1006,1556,Lexus,GS
148,151,636,Mitsubishi,Outlander
567,572,1103,Buick,Encore
829,958,29252,Lexus,RX
44,131,20743,Cadillac,CT6
129,776,60637,Hyundai,Accent
434,899,38099,Ford,Ecosport
142,391,31716,Kia,Stinger
388,977,60843,Ford,Escape
823,1018,16762,Mercedes,GLS
700,971,54318,Infinity,QX30
634,715,16805,Toyota,Highlander
505,894,57666,GMC,Canyon
137,198,7990,Mercedes,GLS
34,295,37577,Chevrolet,Monte Carlo
621,856,51593,Infinity,QX60
44,949,103543,Kia,Cadenza
846,881,7122,Lincoln,Continental
485,822,56873,Lexus,ES
408,1017,48354,Ford,Explorer
526,869,61109,Chevrolet,Cruze
10,683,71844,Kia,Cadenza
634,755,22429,Lexus,LS
159,672,41911,Lexus,GX
246,621,68926,Honda,Odyssey
92,715,101002,Ford,Ranger
402,823,62544,Ford,Fiesta
396,565,24499,Chrysler,300
72,921,122771,Lexus,GS
580,699,27125,BMW,M Series
239,332,21573,Chrysler,Pacifica
47,132,20613,Kia,Rio
175,772,45681,Kia,Optima
340,559,31489,GMC,Canyon
519,688,14421,Lexus,RC
146,249,21423,Toyota,Avalon
509,674,17295,Chevrolet,Express
481,590,23839,Chevrolet,Volt
739,972,17346,Chevrolet,Volt
571,940,52336,Hyundai,Elantra
249,524,41187,Hyundai,Santa Fe
80,479,55258,GMC,Canyon
469,852,36120,Chevrolet,Malibu
165,264,21764,Subaru,Crosstrek
22,217,24348,Mazda,CX-5
232,605,40574,Mazda,CX-5
385,604,53394,BMW,3 Series
359,1018,60786,Ford,Transit
329,684,85692,Toyota,Land Cruiser
440,897,39408,Mazda,CX-5
262,869,73461,Jeep,Wrangler
509,694,43419,BMW,M Series
19,62,4589,BMW,4 Series
630,735,24506,Cadillac,CTS
60,949,98105,GMC,Terrain
161,894,88483,Lexus,ES
341,592,44489,Chevrolet,Tahoe
516,563,3123,Mazda,Miata
101,940,66369,Hyundai,Tucson
545,900,71312,Jeep,Wrangler JK
35,494,62323,Infinity,QX60
477,848,48304,Mitsubishi,Mirage
205,404,39706,Chevrolet,Trax
629,658,4146,Cadillac,CTS
233,448,44452,BMW,2 Series
448,921,78208,Kia,Forte
621,672,7758,Infinity,Q70
540,1017,64033,Lincoln,MKZ
279,906,82224,Dodge,Demon
395,766,43139,Kia,Sorento
516,817,26447,Mercedes,E-Class Wagon
331,702,61974,Chevrolet,Tahoe
751,974,21263,BMW,X Series
172,311,20861,Subaru,Legacy
307,822,77485,Kia,Forte
158,653,69817,BMW,2 Series
214,231,2647,BMW,M Series
552,777,54076,Mitsubishi,Lancer
293,330,6250,Lexus,RX
701,862,14241,Subaru,Outback
559,1014,47425,Lexus,LC
247,664,36199,Chevrolet,Trax
46,297,49774,Dodge,Charger
51,332,33458,Toyota,Highlander
510,627,8274,Infinity,QX80
394,485,18001,Lincoln,Navigator
605,992,75643,Subaru,BRZ
270,547,33296,Toyota,Land Cruiser
94,849,96287,Kia,Optima
270,673,47584,Ford,Mustang
68,723,88212,Dodge,Demon
45,218,17423,Jeep,Wrangler
285,678,51767,Subaru,Outback
520,851,71874,Lincoln,MKC
86,467,33804,BMW,2 Series
807,836,4832,Subaru,Legacy
850,851,186,Jeep,Wrangler
394,709,57842,Ford,Ranger
542,563,1663,BMW,7 Series
570,923,44408,Toyota,Sequoia
485,510,6026,Kia,Rio
280,553,23425,Ford,Transit
810,983,23283,Toyota,Camry
498,853,34629,Toyota,Sequoia
204,635,90519,Toyota,RAV4
365,762,70090,Mitsubishi,Lancer
541,784,39193,Mercedes,GLS
104,505,69657,Chevrolet,Silverado
68,991,59829,Lexus,LS
41,370,21816,Subaru,Outback
632,1021,55145,Subaru,WRX
203,888,92545,Honda,Clarity
179,930,90366,Subaru,Outback
125,506,61094,Ford,Expedition
332,965,45922,Chrysler,300
275,862,69095,Lexus,GX
430,851,91976,Hyundai,Ioniq
491,906,45996,Lexus,LS
445,600,29514,Honda,Clarity
48,615,52483,Mercedes,GLS
82,593,42952,Jeep,Wrangler
496,589,22727,Honda,Pilot
595,994,38231,Buick,Encore
135,664,82788,Dodge,Challenger
677,960,25365,BMW,2 Series
122,215,18466,Mercedes,Roadster
240,617,27069,Lincoln,Continental
535,702,20554,Lexus,GX
43,970,108585,BMW,6 Series
244,789,46797,Mazda,CX-9
134,203,16336,Chevrolet,Malibu
432,951,82920,Mitsubishi,Lancer
478,953,64576,Toyota,Prius
17,72,5674,Hyundai,Accent
100,635,79839,Toyota,Camry
350,739,64284,Kia,Soul
73,722,71821,Dodge,Grand Caravan
554,737,39496,Hyundai,Genesis G80
57,864,84110,Ford,Transit
44,507,60558,Lexus,GX
279,770,64952,Honda,Ridgeline
49,664,41742,BMW,Z4
165,448,59023,Mercedes,Cabriolet
1,398,42566,Hyundai,Elantra
567,860,49464,Jeep,Grand Cherokee
469,506,3961,Toyota,Camry
117,440,46522,BMW,M Series
337,744,29677,Honda,Clarity
572,885,69473,Lexus,RX
615,626,2561,Honda,Clarity
509,736,41983,Mitsubishi,Eclipse
159,482,43530,GMC,Sierra
420,439,4123,Kia,Soul
134,167,6819,Mercedes,GLA
664,865,14321,Kia,Sportage
400,737,35757,Ford,Explorer
54,505,37631,BMW,5 Series
594,617,4117,BMW,2 Series
596,851,20763,Jeep,Wrangler
22,127,14744,Hyundai,Sonata
557,714,22905,Toyota,Camry
214,437,27026,Mazda,Miata
20,715,84025,Ford,Super Duty
199,626,66581,Buick,Regal
167,496,30653,Infinity,QX50
368,799,61254,Cadillac,CT6
63,814,90842,Lexus,RX
520,713,20104,Chevrolet,Volt
334,399,7364,Hyundai,Genesis G80
186,267,15949,Infinity,Q70
269,328,14841,Buick,Envision
212,743,99118,Subaru,Ascent
533,558,2865,Subaru,BRZ
524,821,56119,BMW,Z4
166,545,50963,Chevrolet,Impala
7,108,12291,Ford,F350
66,643,54706,GMC,Savana
279,750,63832,Chrysler,Pacifica
264,267,606,Kia,Stinger
897,1022,29226,Hyundai,Ioniq
25,440,69160,Lexus,RC
648,749,8738,Mercedes,GLC
361,774,22091,Lexus,LX
527,574,6475,Cadillac,CT6
270,783,99970,Buick,Envision
447,890,42356,Lexus,LC
67,724,56672,Dodge,Challenger
201,1016,85377,Hyundai,Accent
115,464,55879,Kia,Sorento
515,640,26292,Chevrolet,Impala
556,655,18843,Chevrolet,Monte Carlo
107,646,64338,Infinity,QX70
453,936,64960,Cadillac,XT5
420,475,6423,Infinity,Q70
180,849,94598,Ford,Expedition
350,605,31032,Chevrolet,Colorado
9,438,72915,Toyota,Camry
220,383,15603,Mazda,Miata
660,923,51806,Chevrolet,Tahoe
634,1013,44477,Subaru,Crosstrek
983,1006,3707,Toyota,Camry
363,398,8807,Chevrolet,Cruze
809,816,461,BMW,5 Series
445,500,13114,Subaru,Impreza
97,924,124249,Ford,Flex
411,538,21324,Mitsubishi,Outlander
126,253,31449,Infinity,QX80
4,971,125562,Honda,Clarity
299,746,99939,Toyota,Prius
274,577,38468,Mazda,CX-5
233,940,44905,Cadillac,CT6
35,618,72982,Lexus,IS
69,806,125494,BMW,3 Series
543,638,15583,GMC,Yukon
96,829,33887,Lexus,LX
211,868,59796,Chevrolet,Bolt
602,835,33039,Lexus,GX
607,968,49363,Lexus,ES
124,239,20515,Lincoln,MKC
142,701,41455,BMW,6 Series
236,971,108381,Chevrolet,Spark
151,696,71195,Chrysler,300
292,767,68589,Mercedes,Cabriolet
746,977,26028,Buick,Envision
267,1000,115310,Lexus,LX
480,655,32970,Lexus,NX
74,729,94895,Kia,Forte
230,285,6851,Dodge,Durango
150,599,90095,Hyundai,Accent
710,847,21733,Mercedes,GLA
16,743,113012,Chevrolet,Bolt
151,874,87940,Mercedes,Maybach
59,860,92667,Hyundai,Sonata
392,685,46451,Chevrolet,Spark
395,576,40591,Toyota,Sequoia
667,886,39899,Buick,Encore
713,852,30967,Kia,Sportage
145,884,115251,Chevrolet,Trax
115,648,62692,Hyundai,Tucson
335,782,45078,Jeep,Wrangler
232,385,27040,Chevrolet,Equinox
675,786,29396,Chevrolet,Silverado
576,669,17223,Infinity,QX80
514,707,39683,Chevrolet,Equinox
45,510,83386,Lexus,LS
133,516,67257,Mazda,CX-3
399,974,69892,Subaru,Legacy
831,992,36345,Chevrolet,Spark
510,655,15764,Mercedes,GLS
18,139,23568,Kia,Sedona
90,985,75078,Jeep,Compass
84,667,25440,Cadillac,Escalade
385,900,63993,Chevrolet,Express
310,615,55810,Buick,Enclave
107,486,61155,Lexus,ES
80,93,1137,Jeep,Renegade
254,993,42039,Chevrolet,Cruze
537,928,62638,Mazda,CX-3
55,920,37974,Buick,Encore
343,398,12632,Ford,F350
600,991,23727,Dodge,Ram
120,857,57086,Mazda,CX-3
389,404,3232,Hyundai,Elantra
130,587,55739,Lexus,GX
135,876,130519,GMC,Terrain
602,925,33464,Toyota,4Runner
224,329,8667,Dodge,Grand Caravan
282,759,26711,Subaru,Forester
221,892,54139,Mercedes,S-Class
208,461,33706,Toyota,Land Cruiser
162,221,5329,Lexus,LX
210,731,59823,Honda,Fit
141,252,9344,Ford,Escape
152,647,85958,Toyota,RAV4
192,613,72243,Infinity,QX60
343,532,31739,Hyundai,Accent
392,633,61666,BMW,7 Series
123,956,130466,Mercedes,Maybach
654,907,49228,Mazda,CX-9
382,891,85297,Hyundai,Kona
777,856,15419,Jeep,Wrangler JK
521,678,13627,Chevrolet,Camaro
815,988,40231,Mercedes,S-Class
18,995,88390,Mercedes,GLC
262,381,28246,Toyota,Sequoia
64,657,63195,Chevrolet,Volt
135,310,11524,Honda,Accord
40,473,79559,Subaru,Ascent
266,895,116799,Cadillac,XTS
427,660,48113,Mercedes,GLE
810,973,11853,Honda,CR-V
230,509,29160,Jeep,Compass
492,849,77525,BMW,7 Series
591,690,11024,Jeep,Compass
350,737,32015,Ford,F350
149,810,82818,Hyundai,Veloster
13,224,23469,Toyota,Tundra
494,707,33017,Chevrolet,Equinox
164,1017,71175,Infinity,QX30
903,922,4631,Hyundai,Elantra
129,932,102512,Subaru,BRZ
135,418,35365,Hyundai,Azera
858,1019,26406,Toyota,Tacoma
321,684,57642,Infinity,Q50
123,910,89162,Lincoln,MKC
311,806,93465,Lexus,RC
80,879,119384,Lexus,IS
595,944,34454,Chevrolet,Malibu
89,430,56561,Dodge,Demon
430,453,5731,Cadillac,Escalade
207,668,38581,Ford,Focus
408,545,21605,Chevrolet,Spark
372,419,10700,Subaru,BRZ
326,605,26751,Hyundai,Genesis G80
4,477,72024,Mazda,CX-3
344,1007,78465,Chevrolet,Traverse
438,479,6068,Chevrolet,Colorado
135,652,35171,Kia,Optima
839,918,9495,Honda,Pilot
227,786,28856,Lincoln,MKC
422,479,14353,Lexus,LX
691,838,25107,Mercedes,GLC
109,112,543,Ford,F150
200,571,80202,Chevrolet,Spark
492,867,87612,Hyundai,Genesis G80
104,717,68294,Infinity,Q70
768,895,32760,BMW,M Series
786,893,14502,Lexus,RX
16,237,43374,Ford,F150
146,467,51431,Honda,Civic
800,975,31049,Jeep,Compass
489,686,10505,Mazda,CX-3
462,663,42781,Chevrolet,Silverado
423,558,36822,Mazda,CX-5
529,994,49601,Mitsubishi,Outlander
226,275,9518,Kia,Stinger
10,515,31960,GMC,Terrain
538,763,47467,GMC,Sierra
310,425,29307,Mercedes,Cabriolet
677,1006,74837,Lexus,RX
702,983,26185,Ford,Fiesta
373,498,13733,Mazda,CX-5
595,844,13343,Ford,F250
777,796,4048,Jeep,Grand Cherokee
134,701,31162,Mercedes,E-Class Wagon
708,1005,49771,Chevrolet,Cruze
100,359,58824,Hyundai,Accent
81,334,47454,Ford,Taurus
481,762,36367,Buick,Lacrosse
553,558,873,BMW,3 Series
936,1023,18661,Chevrolet,Traverse
365,836,83417,Subaru,Legacy
71,904,74623,Mercedes,GLS
597,662,14539,Kia,Forte
411,766,49889,Toyota,Land Cruiser
417,1006,113294,Honda,CR-V
39,896,57314,Cadillac,CTS
859,952,22106,Ford,Explorer
92,863,62017,Mazda,CX-9
268,445,38486,Mazda,Miata
594,651,8257,Jeep,Wrangler JK
342,669,44241,Mercedes,Roadster
820,961,9716,Lexus,IS
291,520,30713,Dodge,Journey
321,644,34008,Ford,GT
72,533,40010,Toyota,Avalon
373,544,39494,Subaru,WRX
271,324,3253,Buick,Enclave
62,529,28481,Toyota,Camry
769,950,9901,Mercedes,GLC
3,1012,93165,Toyota,Tacoma
666,981,60507,Mercedes,E-Class
286,501,23862,Jeep,Renegade
494,567,13447,Ford,Fiesta
131,776,93675,Toyota,Tundra
324,477,37092,BMW,X Series
310,601,53676,Hyundai,Genesis G80
753,804,10295,Dodge,Challenger
706,851,15764,Chrysler,Pacifica
70,321,48453,Dodge,Durango
237,282,11135,Buick,Encore
381,958,109826,Mercedes,GLA
249,980,91196,Hyundai,Elantra
600,915,21325,Toyota,Camry
626,855,18103,BMW,3 Series
104,115,2593,Mercedes,Roadster
1002,1009,2038,GMC,Terrain
167,290,14799,Chevrolet,Silverado
332,759,76044,Infinity,QX70
253,922,82886,Subaru,Ascent
435,522,17994,Infinity,QX70
142,671,59639,GMC,Canyon
604,785,37126,Honda,Civic
79,434,21717,Toyota,Avalon
158,175,3086,Lexus,RX
796,1001,37450,Ford,GT
370,945,47974,Ford,Taurus
116,757,80149,GMC,Sierra
295,818,96192,Lexus,IS
851,1010,16573,Hyundai,Santa Fe
795,798,767,Lexus,RX
481,804,30743,Hyundai,Accent
311,332,1871,Ford,Fiesta
640,677,4070,Toyota,Tundra
584,797,44086,Lexus,IS
549,718,35043,Lexus,RC
452,713,30517,Ford,Escape
478,603,15728,Ford,Fiesta
41,160,14235,Chevrolet,Camaro
815,838,4731,Kia,Forte
872,937,7364,Mercedes,Cabriolet
98,603,44897,Ford,F250
279,912,81348,BMW,M Series
364,451,22076,Chevrolet,Impala
652,667,2934,Subaru,Forester
339,1006,95352,Honda,Accord
199,222,3503,Mercedes,Roadster
284,555,65369,GMC,Sierra
655,918,57765,Lexus,LC
217,972,82941,Toyota,Camry
779,890,10604,Lexus,RX
660,1021,32711,Chevrolet,Impala
266,871,125326,Mercedes,GLS
590,751,15280,Toyota,Sequoia
425,866,91701,Cadillac,CT6
440,679,54678,BMW,4 Series
463,676,47521,Hyundai,Sonata
18,219,45319,Toyota,Tundra
85,484,27629,Mitsubishi,Mirage
585,754,32252,GMC,Yukon
164,225,6511,Lincoln,Navigator
166,653,46771,Hyundai,Tucson
205,846,93360,Mitsubishi,Mirage
548,741,36361,Ford,Ranger
411,676,36222,Infinity,QX70
104,431,33250,Infinity,QX80
201,244,3031,Jeep,Wrangler JK
773,992,11931,Mercedes,Roadster
42,915,44578,Mazda,CX-9
619,818,39886,Mercedes,GLA
64,767,90029,Infinity,Q50
374,977,88921,Subaru,Outback
198,939,89850,Jeep,Wrangler
336,535,26411,Chevrolet,Silverado
362,381,2372,Ford,Flex
857,888,5130,Ford,F250
246,629,49820,GMC,Acadia
53,928,49615,Lexus,IS
802,883,16727,Mazda,CX-9
67,630,54295,Chevrolet,Monte Carlo
492,821,42527,Lexus,IS
53,258,42984,Toyota,Prius
288,383,21562,BMW,M Series
216,639,66120,Lexus,RX
541,612,6991,Chevrolet,Camaro
54,475,71574,Chevrolet,Impala
292,503,17223,Cadillac,XTS
61,506,55730,Chrysler,300
346,745,58792,Subaru,Legacy
37,934,69570,Toyota,Tacoma
243,284,7072,Lexus,GX
458,953,90087,Lexus,IS
398,1023,68614,Honda,Odyssey
323,932,41507,Kia,Rio
501,708,38519,Kia,Sedona
275,298,3958,Kia,Sportage
198,273,18497,Infinity,QX30
382,537,33525,BMW,6 Series
525,616,12957,Infinity,Q50
1,264,42866,Mercedes,GLS
96,503,67507,Lexus,NX
512,517,684,GMC,Acadia
155,158,686,Buick,Enclave
76,271,22937,Honda,Ridgeline
158,381,48686,Mercedes,GLA
167,682,47416,Chevrolet,Trax
345,448,15065,Toyota,Sequoia
272,783,106230,Kia,Optima
134,649,75172,Mercedes,S-Class
328,639,39303,BMW,M Series
740,841,19492,BMW,M Series
814,923,17751,Dodge,Challenger
219,698,47339,Jeep,Wrangler
187,576,79094,Toyota,Prius
15,854,139177,Ford,F250
842,903,14678,Jeep,Grand Cherokee
158,879,43447,Kia,Niro
489,646,18991,Kia,Sorento
142,167,1976,Chevrolet,Traverse
179,948,73959,Ford,Flex
302,457,8167,Hyundai,Santa Fe
679,958,49645,Hyundai,Elantra
12,579,38953,Infinity,QX60
749,868,24996,Kia,Forte
173,382,53299,GMC,Acadia
570,891,33836,Hyundai,Azera
179,744,98191,Subaru,Forester
98,177,10482,Lexus,LS
99,1010,118350,Kia,Cadenza
140,495,56933,Mitsubishi,Lancer
843,850,1417,Lexus,LS
918,923,1133,Ford,Escape
90,855,94412,Mitsubishi,Mirage
213,796,60054,Hyundai,Elantra
335,488,27040,Lexus,NX
399,766,35847,Toyota,Sienna
632,755,24164,Chevrolet,Camaro
288,925,96113,Kia,Sorento
73,484,54863,Mercedes,GLS
265,420,19485,Ford,Explorer
722,935,41223,Jeep,Wrangler
35,868,45960,Dodge,Ram
635,800,38079,Honda,Accord
211,280,12869,Kia,Sorento
153,802,54531,Dodge,Ram
338,863,51145,Dodge,Durango
727,778,11090,Infinity,QX70
370,977,118305,Jeep,Wrangler JK
211,240,2974,GMC,Savana
101,194,14649,Mercedes,Roadster
310,379,13402,Chevrolet,Impala
